id,date_time,place_name,latitude,longitude,place_city,place_zip,place_country
1637175483030528,2018-03-19T08:28:01+0000,Sky Station Viman nagar,18.56662185,73.9136241,Pune,411032,India
1490571177690960,2017-10-18T11:12:16+0000,Imagica,18.767814932897,73.281519139066,Khopoli,410203,India
1279641178783962,2017-03-06T04:50:03+0000,VIT University,12.96985202574,79.155605771791,Vellore,600048,India
1234595263288554,2017-01-23T11:29:24+0000,"Army Institute of Technology, Pune",18.61826667,73.87676111,Pune,411015,India
1205384206209660,2016-12-18T15:55:15+0000,"Pheonix Mall, Pune, India",18.561863437449,73.916947052919,Pune,411014,India
995171693897580,2016-03-26T09:20:59+0000,Kendriya Vidyalaya Waltair,17.733057,83.291732,Vishakhapatnam,530016,India
721339061280846,2014-10-18T17:37:55+0000,Visakhapatnam,17.7,83.25,Visakhapatnam,530048,India
613649712049782,2014-03-21T11:30:00+0000,"Shankar Vihar, Delhi Cantt",28.5661262551,77.1374726625,New Delhi,110010,India
